sample_entropy,shannon_entropy,rms,mean_rr,sdnn,rmssd,mean_hr
0.6607134600010235,0.8350685801880594,0.0002834699629434866,0.739453125,0.02366749134328299,0.02435886759231116,81.14104595879556
0.7229788464834068,0.8592554116049633,0.0002861583826920587,0.7272376543209876,0.02406244773072944,0.02495112409792392,82.50397877984085
0.7581542135392193,0.8355826858507687,0.0002758105056374406,0.7229420731707317,0.02113975342737601,0.02527815933777958,82.99420137058515
0.693020229407116,0.8012672080100857,0.0002757884647064111,0.7298018292682927,0.01784659980787819,0.02405626121623441,82.21409921671018
0.7014477592497601,0.7963430029315802,0.0002778451524624378,0.7108433734939759,0.0166941259618941,0.02155139560304679,84.40677966101696
0.6878346857953772,0.8775023688659244,0.0002790788529910588,0.7353395061728395,0.03260430339320463,0.02420614591379636,81.59496327387198
0.6038447671680156,0.8040967981237047,0.0002813741916997024,0.7771381578947368,0.01851699054144359,0.02576941016011038,77.2063492063492
0.5847646354039451,0.7807858979107173,0.0002827141274761431,0.7698863636363636,0.01809537078701944,0.02609643363918163,77.93357933579335
0.6589680652365634,0.8376084980247409,0.0002920229062187575,0.7580128205128205,0.02805631634617243,0.04405045255306544,79.15433403805497
0.8810002008204004,0.8301716166202067,0.0003041478585966553,0.7592147435897436,0.0159100397849878,0.0249288761005458,79.02902374670184
0.630148954924549,0.8301283790947939,0.0002750664173206056,0.7543512658227848,0.02318051475313863,0.02600157169805762,79.53854221289984
0.6117218332803268,0.7780915036837381,0.0002707976297488197,0.7480221518987342,0.0159900181419365,0.02181195126412852,80.21152829190903
0.587683133845945,0.7572518582093529,0.0002702428590466939,0.7496044303797469,0.01610701983504932,0.02293123080329196,80.04221635883904
0.6170161905330029,0.7773667253476453,0.0002728613830030529,0.7318672839506173,0.01893185825059459,0.02683681880830886,81.98207696362678
0.619978753185468,0.7711378606933587,0.0002701396688870355,0.7464398734177216,0.01571362663452627,0.02063204036792265,80.38155802861685
0.6124207801099637,0.752806390919228,0.0002711764917729505,0.74140625,0.01560545652768608,0.02332184014712607,80.92729188619599
0.6287992678723515,0.8787487759483645,0.0002979659535731374,0.73984375,0.02083170566558341,0.02332184014712607,81.09820485744456
0.7087718087885904,0.838479347620736,0.0002693996416746314,0.7532051282051282,0.02270613351811659,0.0249288761005458,79.65957446808511
0.7333156664610114,0.8094250334023455,0.0002710862356997822,0.7519778481012658,0.02070609545617469,0.02647870455426011,79.78958442924777
0.724983795016219,0.8363662187817481,0.0002693474409968556,0.7633928571428571,0.02331397177978096,0.02584906849589097,78.59649122807018
0.7789493044377492,0.8449726156690796,0.0002704426051704746,0.734375,0.02420614591379636,0.02305529607736994,81.70212765957447
0.84090873087204,0.8582170515050771,0.0002718906375741589,0.7636217948717948,0.0227061335181166,0.02849014411490949,78.57292759706192
0.7849922759478857,0.9415494060132064,0.0003340877668857183,0.752373417721519,0.08331601493119663,0.08091956971475141,79.74763406940063
0.588179835363829,0.916458643244472,0.0003889095329283287,0.74609375,0.05167483029423028,0.06943345552999247,80.41884816753927
0.5627618111692637,0.9165785081437499,0.0003581878479858621,0.7600160256410257,0.04260568194741719,0.044905881010739,78.94570374275172
0.5761962800166803,0.8162430880742744,0.0002452134818911026,0.774671052631579,0.01849872019605591,0.02282177322938192,77.45222929936305
0.6363456968232991,0.9448902798851955,0.0003145338013712337,0.7563291139240507,0.06528217166416533,0.08681623865885803,79.33054393305439
0.670122514644647,0.8195189103921194,0.0002613422290253926,0.7727272727272727,0.02054229015396715,0.02295277259367247,77.64705882352942
0.6419522476114177,0.804765043979231,0.0002607661488542952,0.7779605263157895,0.01935625377621681,0.0284128785353872,77.12473572938688
