sample_entropy,shannon_entropy,rms,zero_crossing_rate
0.281488055147725,0.7524249361616491,5.385634953527439e-05,0.1133680555555556
0.5963908582083669,0.6552338489017153,2.137372906117679e-05,0.09539930555555555
0.57592823572131,0.6274636595111591,2.257734628731631e-05,0.09765625
0.7203845100356764,0.680926999543781,1.992635133940839e-05,0.1166666666666667
0.8361247647461916,0.6610403704266966,1.482960672407399e-05,0.1048611111111111
0.8756276684701323,0.6139944136383877,1.342911495531982e-05,0.1073784722222222
0.2016839616790977,0.7889144149799768,5.747260373210793e-05,0.1262152777777778
0.3203341715505025,0.7908777770463918,4.349435940623574e-05,0.1144965277777778
0.9586243292090781,0.6236651199189582,1.156995193891062e-05,0.12578125
0.5495973658158225,0.6256113785580352,2.3990339769693e-05,0.1155381944444445
0.4085727145243856,0.8017147539445508,4.091310986790636e-05,0.1115451388888889
0.4330256249222981,0.6406952876968808,2.538779992204822e-05,0.09375
0.5697596445061509,0.508058164934757,2.116396634612377e-05,0.09123263888888888
0.6579769388834558,0.5130313493633671,1.52659723489964e-05,0.1002604166666667
0.756370364610963,0.4497626894585673,1.235485140114612e-05,0.1254340277777778
0.5117384767729642,0.574780736208966,1.83551104780163e-05,0.1024305555555556
0.9320413350891315,0.542301535833201,1.062514657205723e-05,0.1045138888888889
1.126358105384291,0.5941374521909112,7.664569265179561e-06,0.1496527777777778
0.5972615795782146,0.7042377706383948,1.570066552303741e-05,0.1487847222222222
0.6156085968037561,0.4321772151952091,1.696603252557241e-05,0.1245659722222222
0.3601417987802949,0.6260325465966764,2.94474914127551e-05,0.11953125
0.9508550049607369,0.5387906843590979,1.022161138146227e-05,0.1529513888888889
0.9153401982372266,0.5885324330397143,1.152586286800988e-05,0.1234375
1.059802314868482,0.6529761346657642,8.799866847148388e-06,0.1498263888888889
0.4056729220263931,0.3794366194114092,2.191411823294533e-05,0.1211805555555556
0.9327244559896001,0.4969539111636782,9.9673257068231e-06,0.1277777777777778
1.058885644625363,0.5613287737444236,7.844073799962702e-06,0.1510416666666667
0.970560653341393,0.4933315466119307,9.616512419798063e-06,0.1295138888888889
0.9253560491300807,0.4627493214248267,9.65754135106499e-06,0.1247395833333333
1.043330641284931,0.5425926438536801,8.470339398028352e-06,0.13203125
0.4251447120844,0.4426286702193065,1.917357461342608e-05,0.1697048611111111
0.3855858108863466,0.4216216441621057,2.157833932950153e-05,0.1672743055555556
1.000283123001616,0.5285951963469836,8.961949181197346e-06,0.1682291666666667
1.035559417251479,0.5072674869266052,8.14768553519939e-06,0.1946180555555556
0.9960914058900324,0.4808761716036183,8.565367758943094e-06,0.1690972222222222
0.9790103623973259,0.4981997602226185,8.779267018123853e-06,0.1733506944444445
0.8533310304102922,0.4526908287565339,1.066535888194396e-05,0.1422743055555556
0.6476792648291178,0.3954717734822912,1.358096760078163e-05,0.1258680555555556
0.8307455407487065,0.4508458587054775,1.008465299057197e-05,0.1658854166666667
0.2568512064739816,0.7193981931972115,3.704927859751836e-05,0.1172743055555556
0.4323604885195162,0.7663816561899601,3.296780160585556e-05,0.1190972222222222
0.5548892233575335,0.6497785625623134,1.810821423389945e-05,0.1434895833333333
0.7146461565899846,0.6249758707432007,1.411539537360992e-05,0.1438368055555556
1.264914084989822,0.6669648604675296,7.072914258118367e-06,0.16328125
1.167203535677349,0.5204787527184006,7.515494074216811e-06,0.1471354166666667
0.945418179215726,0.4368896328037343,9.686103445406526e-06,0.1358506944444444
0.8382908948698189,0.4117843296746597,1.026113353996089e-05,0.1212673611111111
0.5311036313130364,0.620113302538824,1.610095819623315e-05,0.1063368055555556
1.036596497558646,0.5493574758175026,7.38983578163027e-06,0.11484375
1.136086868598313,0.5465487127608311,6.46130768170758e-06,0.1282986111111111
0.9809131326152372,0.4882359741732006,8.318970846343284e-06,0.1118923611111111
1.181418105844936,0.6000556474087961,6.553767560157391e-06,0.1311631944444444
0.9954782650267939,0.579769206833813,8.210034120581797e-06,0.1384548611111111
0.4328080628009573,0.6389333064274925,1.931780020271025e-05,0.1246527777777778
0.3360372726109636,0.5998530436582256,2.599041559357209e-05,0.1034722222222222
0.8868021485022856,0.4600054372210832,9.388195004118891e-06,0.1176215277777778
1.023723132357242,0.5022070355372076,8.30493325195359e-06,0.1386284722222222
0.8374724081381545,0.4817492990325816,9.91697088068435e-06,0.1282986111111111
0.5146429878166572,0.6171474114208145,1.62008229700376e-05,0.1251736111111111
0.4994066056798538,0.6525933908578381,1.628013345397155e-05,0.1201388888888889
0.9541219312162995,0.4635680155830858,8.466513042233098e-06,0.1378472222222222
1.121552399042416,0.5390623796100966,6.862772889295241e-06,0.1576388888888889
1.329289447733578,0.616151610924007,6.087578216258147e-06,0.2013020833333333
0.8894190857371419,0.668549978948989,1.02221334287137e-05,0.1847222222222222
0.7728407702373945,0.642463087778698,1.169077129535295e-05,0.1269965277777778
1.250656279505202,0.6272147628254641,6.363490579517588e-06,0.1785590277777778
1.097084707713093,0.6422199695670645,7.506967747159067e-06,0.1619791666666667
1.247070842430294,0.6210670756833059,6.104850106696561e-06,0.1848090277777778
1.493218042542986,0.749381192099474,4.818116826144527e-06,0.2033854166666667
0.5268288841023949,0.490143012196044,1.631997067097405e-05,0.1977430555555555
1.436762436038487,0.6906110706526647,5.765547364598613e-06,0.2176215277777778
1.54858871222806,0.7801106648009526,5.098226852608581e-06,0.2287326388888889
0.9741058635909967,0.4963512600061587,9.458465000044127e-06,0.2166666666666667
1.301482249110721,0.6349526796844883,6.559535968371665e-06,0.2097222222222222
1.478930152671173,0.7127261447822714,5.552894097844247e-06,0.21484375
1.447758214053284,0.7073378492707283,5.71908541190331e-06,0.2331597222222222
1.309798444089584,0.6584526615840155,6.893562017152258e-06,0.2356770833333333
1.268170510345773,0.6572409136339098,6.997097522970154e-06,0.1881944444444444
1.590268233443742,0.789997501914202,4.926799577874221e-06,0.2230902777777778
1.553781903506785,0.7686190054659802,5.347813607289233e-06,0.2144097222222222
1.361975966403999,0.7027108600621634,6.371854044578636e-06,0.2155381944444444
1.333109053808437,0.6712293197571396,6.575084642982247e-06,0.2234375
1.320197299497689,0.6347709727936155,6.86327544993408e-06,0.2153645833333333
1.508834140698124,0.7447825792249362,5.845241458453772e-06,0.2317708333333333
1.654501712636539,0.816901451160869,4.89171195896559e-06,0.2401041666666667
1.49279037595793,0.7147291080066055,5.564922225704745e-06,0.2037326388888889
0.860580902442926,0.5272251047538322,1.168624688116778e-05,0.1985243055555556
0.8225087064606423,0.471038422820302,1.312192681712379e-05,0.1764756944444444
1.154343684115252,0.60590500304219,7.642489808336627e-06,0.165625
1.209972165314426,0.5905996881005652,7.736876753637053e-06,0.1881076388888889
1.222262402879125,0.575695920720899,7.479212954318832e-06,0.1917534722222222
1.279815409221315,0.6225585833001124,7.17321898747929e-06,0.1966145833333333
1.221554840694601,0.5857104124057233,7.731416200373039e-06,0.196875
1.347447349364265,0.6525379852694331,6.866711366053559e-06,0.1939236111111111
1.106128793781634,0.5607936541207464,8.977004455356271e-06,0.16484375
1.237434850800456,0.6139091518410297,7.84116050865923e-06,0.1868055555555556
1.145585692630934,0.5716192565023912,8.54715599715278e-06,0.1692708333333333
0.9945903808998665,0.4980131409403756,9.987950503860628e-06,0.1558159722222222
1.033425218233492,0.5696723425652493,9.373046880902162e-06,0.1605902777777778
1.186383515037679,0.5775326602836912,7.705277880294194e-06,0.1684027777777778
1.076272870850725,0.5301120446590739,9.222649266157836e-06,0.1471354166666667
1.056726256736912,0.5140960977791339,9.60495175396588e-06,0.1360243055555556
1.118707412700193,0.5762926066495379,8.770200119406585e-06,0.1327256944444444
1.136107220075016,0.5780623033807889,8.610898341955622e-06,0.1381076388888889
