sample_entropy,shannon_entropy,rms,emg_activity,emg_mobility,emg_complexity
0.9769579822151738,0.8465219665368594,1.556362204501713e-06,4.00346484347326e-12,1.334744328153505,1.253159072602321
1.392633482821019,0.7973623945644086,1.579307930750752e-06,1.157952530339996e-12,1.343481185725111,1.254800133145777
1.456201003630495,0.7936732545868072,1.581515952441037e-06,1.180722897698017e-12,1.309439311967645,1.265898190034437
1.151579786561194,0.8110895885113178,1.10006919550298e-06,6.417717148865495e-13,1.325658593024566,1.24723970415857
1.211772606484607,0.8090646885174219,1.140370481007622e-06,5.622058032332987e-13,1.35199984019887,1.237969019782636
1.351908691125392,0.8168378196799801,6.958066107519786e-07,2.823994015261769e-13,1.353957755678815,1.269794140371383
1.77443626755841,0.8192377854819357,4.403830851428911e-07,1.586959480394007e-13,1.331871747402396,1.313894219606924
1.609660652025923,0.8168251182679953,4.302098086464987e-07,1.101128699225795e-13,1.3214361937796,1.280459237762228
0.5239956784705754,0.8109310410759177,1.849031107152237e-06,1.215962667700604e-12,1.320298843566472,1.273343766003842
1.352708103990578,0.7079150975069041,6.262628477714728e-07,1.014652841000461e-12,1.332153762009595,1.234476185309929
1.638119401520837,0.8019106055454274,5.161611644147554e-07,1.770934706102168e-13,1.271466514368096,1.391388530323573
1.395856366338,0.7788240100386334,5.299516262936396e-07,1.253489192118993e-13,1.33332067527677,1.274352564447905
1.439793865287182,0.781862096933251,5.26656830460705e-07,1.313414813328735e-13,1.30529336560497,1.304546497686811
1.582997226006155,0.8128372001837904,5.496353256625909e-07,3.283108790359916e-13,1.367624912631039,1.22308621483687
1.694240135085022,0.821340440223171,3.844715523460685e-07,1.034681882467436e-13,1.372335931297711,1.231472980556653
1.748619473791296,0.8261611834438225,3.607325762574844e-07,1.247727921080288e-13,1.342941634575147,1.243024031932802
1.201603909471221,0.7012117624660027,6.267914474650756e-07,1.15108296433849e-12,1.420928125428649,1.184191729414383
1.740179343646266,0.8322816075939737,3.05944641991409e-07,5.658804937084001e-14,1.329738178324443,1.293613030064502
1.649910246152189,0.8137379247651593,3.281757556154351e-07,7.694777209488929e-14,1.360994708154281,1.240318866968134
1.689338320290958,0.8222193423303352,3.224205785470828e-07,7.854689110764796e-14,1.351144039969245,1.251608657645993
1.583094705882928,0.8243807602981433,3.273119459346252e-07,6.270278187351331e-14,1.387751746591363,1.241383145915409
1.668528804540581,0.8180212386328043,3.571719821462669e-07,1.168925564013845e-13,1.294461689036973,1.410569779241149
0.425957470231207,0.7488476074001597,1.647425727399344e-06,6.367836169783875e-12,1.459013784580806,1.169772832739511
0.4173972593073755,0.8029919486802913,1.482511342055097e-06,7.959276047546458e-13,1.292476151450138,1.304703772451765
0.5176369087746511,0.7975252019794024,1.453361125486592e-06,7.654176841797153e-13,1.293266609538408,1.296400654844621
1.691127726311556,0.814884911921659,3.438580322652182e-07,8.13019582770869e-14,1.291478561383188,1.354298906969655
0.730186241849691,0.7964613892874876,1.206099570182661e-06,5.60952242519623e-13,1.301774658408221,1.330346487610054
1.441610202488148,0.8034237686516338,3.798149850661119e-07,6.769418470244436e-14,1.35000652002395,1.254759642324331
1.420442756276279,0.7977564585272573,4.279462590415724e-07,8.330493969279607e-14,1.342777341949256,1.244786075646038
1.32980555521652,0.7927702831801259,4.424296786914319e-07,8.21673255324182e-14,1.356209962333009,1.256190347013404
1.219908716835677,0.8095415933124106,5.813397012209262e-07,1.897414967633009e-13,1.41873549080649,1.199682834986105
1.189596829086757,0.8243744045226166,4.817088351507003e-07,1.503623601099678e-13,1.416588695390376,1.215506893537666
0.5491401397121465,0.7718128949247195,1.136143510669447e-06,4.718752883668285e-13,1.337570877358291,1.245409672491285
1.378091589993719,0.8178554988050949,3.562739961108694e-07,5.660795924562227e-14,1.411201588130388,1.191949874283837
1.421705028591749,0.8122241163233254,4.010989329062069e-07,7.520417952766163e-14,1.390786040769521,1.215229749053212
0.8690854485209341,0.8120384633061863,8.06818290422125e-07,2.571180732277534e-13,1.361283753461207,1.259676686423171
0.3604893795097702,0.8097968352919603,2.197939940842652e-06,1.70580627441222e-12,1.372812058073139,1.227966097853592
0.5888635565601241,0.8007969268069912,1.255548957234778e-06,5.731450185866731e-13,1.339276455130012,1.26370010062561
1.031673691112069,0.813832273638879,5.920542029508326e-07,1.555660753890339e-13,1.361750139593036,1.231246244890542
1.619159945683056,0.8365935278646702,2.857311847509115e-07,4.019381190305869e-14,1.384073781184391,1.220533335362319
1.310811283152106,0.8348891357551189,4.245134848603502e-07,1.00984965597209e-13,1.428467641921397,1.184778479973175
0.448818023047871,0.7946729613197845,1.363221135443614e-06,6.629630387378972e-13,1.354816161222205,1.241636456296774
1.766955087003417,0.8248893427295652,3.128342487511262e-07,8.787302690709489e-14,1.307504488857226,1.43387308926727
1.760031606133331,0.8254600638634289,2.728208015386033e-07,4.696081640671379e-14,1.330094181914568,1.339986082118923
1.45489428911885,0.8053070604986163,3.393163973976605e-07,5.584164551939053e-14,1.356931707377792,1.250725696404488
0.5193364217339399,0.8003193872836267,1.150398937057199e-06,5.005638345021581e-13,1.403515159569676,1.217091824245183
1.660245016055015,0.8201125669381685,2.87726550284527e-07,4.459765209622503e-14,1.381883968767251,1.230786932313997
1.608577089422563,0.8245985473871033,2.654354061231976e-07,3.530947034940236e-14,1.374638208667792,1.218473828674012
1.613986318980108,0.8279263305259266,2.641907034909022e-07,3.931640842894916e-14,1.391695337680557,1.212405673846333
0.8992616940636037,0.4685990716839895,7.395429239739778e-07,2.427975568986524e-12,1.381017030170419,1.194116658066328
1.543916809663289,0.8155360752463405,2.975669082263499e-07,3.94969357740119e-14,1.375415753708521,1.235639676292434
